                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                0.51167,                 2.6469,                0.24127,                0.41996,                0.95004,                 0.8552,                0.91649,                0.94147,                0.82153,                0.75873,                0.81333,                 0.8014,                0.31645,                 0.5678,                 3.3868,                0.37791,                0.52619,                0.89574,              0.0010232,              0.0010232,              0.0010232
                     76,                0.49616,                 2.9421,                0.24504,                0.41436,                0.95139,                0.79117,                0.98276,                0.95036,                 0.8339,                0.73489,                0.91379,                0.84321,                 0.3096,                0.55022,                 3.3725,                0.35739,                0.57824,                0.86978,                0.00101,                0.00101,                0.00101
                     77,                0.50853,                 2.6871,                0.23503,                0.41892,                 0.9534,                0.79385,                0.92956,                0.91913,                0.81809,                0.73507,                0.86109,                0.79887,                0.26854,                0.51856,                 3.4297,                0.34774,                0.57612,                0.84202,              0.0009968,              0.0009968,              0.0009968
                     78,                0.51954,                 2.8191,                0.22465,                0.43306,                0.97053,                0.80525,                0.99807,                 0.9584,                0.87421,                0.73586,                0.91265,                0.84624,                0.33103,                0.48654,                 3.3555,                0.31327,                0.46789,                0.80396,              0.0009836,              0.0009836,              0.0009836
                     79,                0.50598,                  2.658,                0.23473,                0.40382,                0.95382,                0.82327,                      1,                0.96089,                0.86416,                0.76402,                0.93103,                0.85936,                0.35485,                0.53771,                 3.3178,                0.24225,                0.47917,                0.84883,              0.0009704,              0.0009704,              0.0009704
                     80,                0.51394,                  2.861,                0.23525,                0.41298,                0.96402,                0.87159,                0.96552,                0.96377,                0.85924,                0.79307,                0.87931,                 0.8334,                0.32453,                0.52661,                 3.3843,                0.19755,                0.48842,                0.85397,              0.0009572,              0.0009572,              0.0009572
                     81,                0.50285,                 2.5638,                 0.2356,                0.41546,                0.96534,                0.92288,                0.86207,                0.95294,                0.85535,                0.82971,                0.77586,                0.82371,                0.31782,                0.53736,                 3.3494,                0.20706,                0.49389,                0.85289,               0.000944,               0.000944,               0.000944
                     82,                0.52222,                 2.8783,                0.23702,                0.43417,                0.96697,                 0.9201,                0.86207,                0.95721,                0.84147,                0.79317,                0.85959,                0.85663,                0.32852,                0.54784,                 3.3064,                0.30322,                0.48549,                0.85879,              0.0009308,              0.0009308,              0.0009308
                     83,                0.49857,                 2.5769,                0.22786,                0.41753,                0.96823,                0.85151,                0.91379,                0.94969,                0.84298,                0.77076,                0.82759,                0.81714,                0.31458,                0.50993,                 3.3152,                0.26772,                0.52161,                 0.8383,              0.0009176,              0.0009176,              0.0009176
                     84,                0.48304,                 2.7022,                0.22687,                  0.408,                 0.9594,                0.83773,                0.94828,                0.95658,                0.83889,                0.71441,                0.81034,                0.76212,                0.29467,                0.52527,                 3.3362,                 0.3464,                0.50438,                0.86057,              0.0009044,              0.0009044,              0.0009044
                     85,                0.50551,                 2.8414,                0.22996,                 0.4224,                0.95933,                0.85071,                0.98248,                0.95841,                0.83548,                0.79083,                0.91379,                 0.8492,                0.31766,                0.56202,                 3.3077,                0.32741,                0.44838,                0.89305,              0.0008912,              0.0008912,              0.0008912
                     86,                0.50962,                 2.5901,                0.22657,                0.41704,                0.96432,                0.93889,                0.87931,                0.94739,                0.83534,                0.86496,                0.81034,                0.83558,                0.32878,                0.53049,                 3.3108,                0.30031,                0.48749,                0.86541,               0.000878,               0.000878,               0.000878
                     87,                0.47424,                 2.7786,                0.23999,                0.38919,                0.95306,                0.85896,                0.94509,                0.94012,                0.84184,                0.76509,                0.84235,                0.78663,                0.27523,                0.51459,                 3.4434,                 0.2867,                0.55154,                0.86158,              0.0008648,              0.0008648,              0.0008648
                     88,                0.47218,                 2.5148,                 0.2111,                0.38581,                0.94593,                0.85696,                0.92963,                0.95969,                 0.8488,                0.77697,                0.84483,                0.84014,                0.33452,                0.54507,                 3.3269,                0.22517,                0.51551,                0.87579,              0.0008516,              0.0008516,              0.0008516
                     89,                0.50268,                 2.5927,                0.21699,                0.40829,                0.97225,                0.85368,                0.90542,                0.95527,                 0.8429,                0.78738,                0.84483,                0.85606,                0.36419,                0.56269,                   3.28,                0.20356,                0.49285,                0.88186,              0.0008384,              0.0008384,              0.0008384
                     90,                 0.4913,                 2.4301,                0.23239,                0.41094,                0.96263,                0.85316,                0.87931,                0.91622,                0.81634,                0.76107,                0.84483,                0.80035,                0.33532,                0.53871,                 3.3638,                0.26915,                0.56007,                0.87223,              0.0008252,              0.0008252,              0.0008252
                     91,                0.49969,                 2.3989,                0.22584,                0.41974,                0.95844,                0.77592,                0.95527,                0.94159,                0.83841,                0.69918,                0.87931,                0.83913,                0.35999,                0.54962,                 3.3124,                0.34453,                0.50308,                0.87324,               0.000812,               0.000812,               0.000812
                     92,                0.47578,                 2.4517,                0.22125,                0.40071,                0.94035,                0.82929,                 0.9214,                0.94944,                0.85185,                0.76722,                0.85244,                 0.8542,                0.32579,                0.52355,                 3.3655,                 0.2569,                0.48943,                0.85695,              0.0007988,              0.0007988,              0.0007988
                     93,                0.45747,                 2.4922,                0.22045,                0.38973,                0.93482,                0.80132,                0.97362,                0.95254,                 0.8525,                0.75893,                 0.9228,                0.86937,                0.31661,                0.53328,                 3.3724,                0.24707,                0.50169,                 0.8547,              0.0007856,              0.0007856,              0.0007856
                     94,                0.46608,                 2.4422,                0.21816,                0.38386,                0.95321,                0.94203,                0.84483,                0.94109,                 0.8498,                0.88409,                0.78913,                0.85782,                0.32738,                 0.5225,                 3.3699,                0.37447,                 0.5351,                0.86145,              0.0007724,              0.0007724,              0.0007724
                     95,                0.47874,                 2.5419,                0.22331,                0.39064,                0.95726,                0.91745,                0.84483,                0.94487,                0.84804,                0.85908,                 0.7931,                0.84975,                0.31965,                0.51744,                 3.4069,                0.31283,                0.56894,                0.86613,              0.0007592,              0.0007592,              0.0007592
                     96,                0.46294,                 2.7332,                0.23029,                0.39105,                0.93973,                0.83835,                0.93103,                0.94553,                0.86805,                0.79177,                0.87931,                0.85719,                0.33041,                0.47299,                 3.3548,                0.30806,                0.51652,                0.84639,               0.000746,               0.000746,               0.000746
                     97,                0.44629,                  2.324,                 0.2189,                0.37661,                0.93138,                  0.802,                0.97776,                0.95212,                0.87079,                0.75963,                0.92633,                0.86354,                0.33437,                0.46659,                 3.2854,                0.31989,                 0.4932,                0.83268,              0.0007328,              0.0007328,              0.0007328
                     98,                0.45718,                 2.3733,                0.22457,                0.37754,                 0.9509,                0.85441,                0.91069,                 0.9493,                0.86367,                0.75205,                0.87931,                0.84769,                0.32263,                0.47114,                 3.2691,                0.28825,                0.50162,                 0.8582,              0.0007196,              0.0007196,              0.0007196
                     99,                0.43819,                 2.2571,                0.21709,                0.35948,                0.93993,                0.82299,                0.96199,                0.94211,                0.84213,                0.73449,                0.85855,                0.79022,                0.32243,                0.49312,                 3.3215,                0.27877,                0.50545,                0.86687,              0.0007064,              0.0007064,              0.0007064
                    100,                0.45879,                  2.526,                0.21246,                0.37548,                0.95647,                 0.8214,                0.95155,                0.93045,                0.82958,                0.73296,                0.85189,                0.78645,                0.31658,                0.52047,                   3.34,                0.39072,                0.52898,                0.89225,              0.0006932,              0.0006932,              0.0006932
                    101,                0.42085,                 2.6094,                0.21788,                0.36249,                0.92928,                0.82103,                0.91379,                0.92569,                0.82681,                0.77055,                0.86207,                0.84216,                0.31539,                0.49809,                 3.3746,                0.37432,                0.54461,                 0.8922,                0.00068,                0.00068,                0.00068
                    102,                0.45704,                 2.4738,                0.22577,                0.37786,                0.94753,                0.86811,                0.90795,                0.94368,                0.85047,                0.81865,                0.85623,                0.85085,                0.33425,                0.47203,                 3.2886,                0.28005,                0.48069,                 0.8717,              0.0006668,              0.0006668,              0.0006668
                    103,                0.42719,                 2.6057,                0.21166,                0.35124,                0.94005,                0.82997,                0.94828,                0.92011,                0.83207,                0.78463,                0.89655,                0.82439,                0.33871,                0.50626,                  3.323,                0.32576,                0.52902,                0.85499,              0.0006536,              0.0006536,              0.0006536
                    104,                0.44133,                 2.4397,                 0.2082,                0.36673,                0.92547,                0.86466,                0.93103,                0.93425,                0.84328,                0.83248,                0.89655,                0.86612,                0.34348,                 0.4941,                 3.2532,                0.26908,                0.50766,                0.83065,              0.0006404,              0.0006404,              0.0006404
                    105,                0.44215,                 2.5156,                0.20985,                0.38437,                0.93465,                0.86997,                0.93103,                0.95079,                0.84933,                0.80496,                0.86207,                0.83489,                0.33551,                0.53924,                 3.3021,                0.28413,                0.52651,                0.85991,              0.0006272,              0.0006272,              0.0006272
                    106,                0.43622,                 2.2313,                0.21929,                0.36207,                0.92853,                0.85517,                0.94828,                0.94953,                 0.8506,                  0.793,                0.85871,                0.82389,                0.33256,                0.49457,                 3.2689,                0.29993,                0.49172,                0.83711,               0.000614,               0.000614,               0.000614
                    107,                0.44621,                 2.4288,                0.22628,                0.38718,                 0.9336,                0.84373,                0.93088,                0.94443,                0.84289,                0.78076,                0.86207,                0.81364,                0.34505,                0.51529,                  3.266,                0.31666,                0.52097,                0.84173,              0.0006008,              0.0006008,              0.0006008
                    108,                0.45618,                 2.5227,                0.24693,                0.39091,                0.93938,                0.82294,                0.98276,                0.95662,                0.86257,                0.75068,                0.89655,                0.82229,                0.33742,                0.50077,                 3.2853,                0.29102,                0.49855,                0.82063,              0.0005876,              0.0005876,              0.0005876
                    109,                0.43884,                 2.3496,                0.21456,                0.35236,                0.94054,                0.81346,                0.97749,                0.94887,                0.84919,                0.74193,                0.89227,                0.82609,                0.32786,                0.51732,                  3.288,                0.32876,                0.53998,                0.82654,              0.0005744,              0.0005744,              0.0005744
                    110,                0.43477,                 2.3033,                0.20446,                0.36386,                0.93606,                0.83042,                0.92876,                0.94538,                0.85975,                0.78418,                 0.8771,                0.85009,                0.33427,                0.50207,                 3.3058,                0.25457,                0.52448,                0.82419,              0.0005612,              0.0005612,              0.0005612
                    111,                0.42722,                 2.4013,                0.22632,                0.36368,                0.93677,                0.84194,                0.91848,                0.95194,                0.87292,                0.79463,                 0.8673,                0.86641,                0.36182,                0.45656,                  3.278,                0.27602,                0.49568,                0.80058,               0.000548,               0.000548,               0.000548
                    112,                0.43728,                 2.1793,                0.21568,                0.35427,                0.93166,                0.80417,                0.96552,                0.95291,                0.88551,                0.74545,                0.89655,                 0.8619,                0.36786,                0.45351,                 3.2686,                 0.3778,                0.48031,                0.79681,              0.0005348,              0.0005348,              0.0005348
                    113,                0.40842,                 2.2847,                 0.2196,                0.35113,                0.91879,                0.80587,                0.96552,                 0.9523,                0.87603,                0.75624,                0.90939,                0.86778,                0.34518,                0.45857,                 3.2824,                0.33959,                0.48226,                0.81451,              0.0005216,              0.0005216,              0.0005216
                    114,                0.42597,                 2.2767,                0.21339,                0.34602,                0.94056,                0.84835,                0.93103,                0.93869,                0.84467,                0.78487,                0.86207,                0.80509,                0.31999,                0.48066,                 3.3137,                 0.2882,                 0.5003,                0.84811,              0.0005084,              0.0005084,              0.0005084
                    115,                0.40648,                 2.1642,                0.19866,                0.34018,                0.92584,                0.84947,                0.89655,                0.93315,                0.85178,                0.80021,                0.84483,                0.82553,                0.31401,                0.46691,                 3.2871,                  0.264,                0.52896,                0.84858,              0.0004952,              0.0004952,              0.0004952
                    116,                0.40379,                 2.3034,                0.20159,                0.34492,                0.93357,                 0.8229,                0.94828,                0.94743,                 0.8571,                 0.7776,                0.89655,                 0.8617,                0.32779,                0.47703,                 3.2543,                0.28715,                0.49232,                0.85054,               0.000482,               0.000482,               0.000482
                    117,                0.40221,                 2.2323,                 0.2054,                0.34185,                0.91446,                0.84979,                0.93103,                0.93241,                0.84212,                 0.7791,                0.91216,                0.84398,                0.34081,                  0.479,                  3.272,                0.26584,                0.48643,                  0.847,              0.0004688,              0.0004688,              0.0004688
                    118,                0.41335,                 2.2208,                0.19993,                0.33039,                0.93015,                0.84152,                0.91379,                0.92862,                0.84218,                 0.7767,                0.84483,                0.82584,                0.32209,                0.48792,                 3.3247,                0.34032,                0.51382,                0.86375,              0.0004556,              0.0004556,              0.0004556
                    119,                0.39814,                 2.1036,                0.19972,                0.34096,                0.94439,                0.84997,                0.91379,                0.93862,                0.85652,                0.82078,                0.82759,                0.84515,                0.33059,                0.46898,                 3.3222,                0.31048,                0.51915,                0.84157,              0.0004424,              0.0004424,              0.0004424
                    120,                0.38777,                 2.1442,                0.20034,                0.32453,                0.92135,                0.82982,                0.96552,                 0.9473,                0.86507,                0.74091,                0.86207,                0.81037,                0.34088,                0.46317,                 3.2921,                0.28905,                 0.4859,                0.82629,              0.0004292,              0.0004292,              0.0004292
                    121,                0.40371,                 2.2672,                0.20339,                0.35345,                0.92793,                0.83453,                0.96552,                0.94812,                0.87701,                0.75971,                0.87931,                0.83341,                0.34408,                0.45208,                 3.2652,                0.30513,                0.45554,                0.83206,               0.000416,               0.000416,               0.000416
                    122,                 0.3817,                 1.9936,                0.20541,                0.34036,                 0.9167,                0.83455,                0.96552,                0.94072,                0.86046,                0.77479,                0.89655,                0.82362,                0.33641,                0.45018,                 3.2873,                0.33696,                 0.4526,                0.81832,              0.0004028,              0.0004028,              0.0004028
                    123,                0.38212,                 2.2747,                0.19312,                0.31794,                0.90285,                0.82781,                0.96552,                0.93938,                0.86139,                0.75007,                0.87931,                0.80095,                0.33243,                0.41922,                 3.2942,                0.30195,                 0.4427,                0.79248,              0.0003896,              0.0003896,              0.0003896
                    124,                0.38934,                 2.2697,                0.20289,                0.33648,                0.92614,                0.89655,                0.89653,                0.94265,                0.86724,                0.86172,                0.86207,                 0.8713,                0.35067,                0.44453,                 3.2605,                0.23298,                0.45504,                 0.8142,              0.0003764,              0.0003764,              0.0003764
                    125,                0.38655,                 2.2711,                0.20407,                0.34189,                 0.9125,                0.89059,                0.89655,                0.94593,                0.86303,                0.85616,                0.86207,                0.88288,                0.33654,                0.44797,                 3.2758,                0.26698,                0.46869,                0.83002,              0.0003632,              0.0003632,              0.0003632
                    126,                0.38846,                 2.3126,                0.21094,                0.33951,                 0.9352,                0.88132,                0.89627,                0.95643,                0.88099,                0.76713,                0.90882,                0.87621,                0.33895,                0.43265,                 3.2766,                0.32545,                 0.4469,                0.82769,                0.00035,                0.00035,                0.00035
                    127,                0.37354,                 2.1638,                 0.2042,                0.32728,                0.91075,                0.83058,                0.94828,                0.95118,                0.87665,                 0.7852,                0.89655,                0.86723,                0.33228,                0.42885,                 3.2835,                0.37186,                0.45292,                0.84074,              0.0003368,              0.0003368,              0.0003368
                    128,                0.36049,                  2.242,                0.21046,                0.31524,                0.91511,                0.83021,                0.92736,                0.94713,                0.87506,                0.76848,                0.85848,                0.83249,                0.32361,                0.41206,                 3.2685,                0.26692,                0.45731,                0.82981,              0.0003236,              0.0003236,              0.0003236
                    129,                0.37051,                 2.1978,                0.19329,                0.30232,                0.91752,                0.80706,                0.94828,                0.95341,                0.87428,                0.76858,                0.91619,                0.89207,                0.35483,                0.42774,                  3.259,                0.26321,                0.45243,                0.83269,              0.0003104,              0.0003104,              0.0003104
                    130,                0.37877,                 2.3064,                 0.2061,                0.32392,                 0.9212,                0.82227,                0.95729,                0.95867,                0.88303,                0.77789,                 0.9058,                0.88921,                0.37196,                0.42928,                   3.25,                0.31076,                0.43473,                0.83236,              0.0002972,              0.0002972,              0.0002972
                    131,                0.37513,                 2.2147,                0.20757,                0.33994,                0.92067,                0.83492,                0.95928,                0.95717,                0.87865,                0.79019,                0.90914,                0.88934,                0.36746,                0.42251,                 3.2255,                0.29525,                0.44887,                0.82421,               0.000284,               0.000284,               0.000284
                    132,                0.34717,                 2.1361,                0.19651,                0.30658,                0.88928,                0.84183,                0.94828,                0.95703,                0.87139,                0.76303,                0.91379,                0.86706,                0.34854,                0.43332,                 3.2231,                0.29821,                0.47556,                0.82158,              0.0002708,              0.0002708,              0.0002708
                    133,                0.33672,                 2.1792,                0.20229,                0.29976,                0.89515,                0.84545,                0.94828,                0.95724,                0.87218,                0.78369,                0.87931,                0.86499,                0.34206,                 0.4454,                   3.22,                 0.2728,                0.47077,                 0.8206,              0.0002576,              0.0002576,              0.0002576
                    134,                0.36395,                 2.1252,                0.19706,                 0.3102,                0.92582,                0.84595,                0.94682,                0.96196,                0.88593,                0.79976,                0.89525,                0.88457,                0.35851,                0.44017,                 3.2378,                0.23245,                0.44057,                0.81479,              0.0002444,              0.0002444,              0.0002444
                    135,                0.34247,                  2.077,                0.20101,                0.30288,                0.90019,                0.84596,                0.94689,                0.96424,                0.88555,                0.78438,                0.87812,                0.87624,                0.36801,                0.44681,                 3.2412,                 0.3047,                0.43184,                0.81965,              0.0002312,              0.0002312,              0.0002312
                    136,                0.35238,                 2.1406,                0.19302,                0.30165,                0.89423,                0.84102,                0.93103,                0.96165,                0.88484,                0.79424,                0.87931,                0.88539,                0.35425,                0.44213,                 3.2248,                 0.3046,                0.42727,                0.82967,               0.000218,               0.000218,               0.000218
                    137,                0.34968,                 2.0589,                0.18727,                0.29869,                0.90235,                0.81048,                0.95856,                0.96074,                0.88828,                0.76696,                0.90794,                 0.8791,                0.35992,                0.43903,                  3.234,                0.26385,                0.42303,                0.83905,              0.0002048,              0.0002048,              0.0002048
                    138,                0.35724,                 2.1937,                0.20798,                0.31223,                0.91995,                0.81084,                0.96085,                0.95639,                0.88671,                0.76723,                0.90929,                0.87392,                0.36089,                0.44245,                 3.2526,                0.26604,                0.42892,                0.84383,              0.0001916,              0.0001916,              0.0001916
                    139,                 0.3408,                 1.9625,                0.18892,                0.28752,                0.89962,                0.80853,                0.96552,                 0.9544,                0.87469,                0.75071,                0.89655,                0.84944,                0.33509,                 0.4214,                 3.2517,                0.31343,                0.44324,                0.83554,              0.0001784,              0.0001784,              0.0001784
                    140,                0.33103,                 2.1431,                 0.1963,                0.29266,                0.89921,                 0.8229,                0.96139,                0.95583,                 0.8796,                0.77862,                0.90967,                0.86824,                0.33018,                0.41959,                 3.2476,                0.37167,                0.45267,                0.83211,              0.0001652,              0.0001652,              0.0001652
                    141,                0.28468,                 1.7177,                0.17034,                0.26278,                0.88996,                0.82332,                0.96416,                0.95401,                0.87772,                0.76449,                0.89548,                0.84495,                0.33212,                0.42824,                 3.2559,                0.29687,                0.46157,                0.84445,               0.000152,               0.000152,               0.000152
                    142,                0.25256,                 1.6915,                0.15466,                0.23718,                0.85787,                0.89552,                0.87931,                0.94824,                0.87057,                0.82407,                0.81034,                0.83251,                0.31953,                0.44227,                 3.2719,                0.21388,                0.48338,                0.86266,              0.0001388,              0.0001388,              0.0001388
                    143,                0.24224,                 1.7014,                 0.1486,                0.22534,                0.86124,                0.87223,                0.89655,                 0.9469,                0.86781,                0.82191,                0.84483,                0.85182,                0.31706,                 0.4366,                 3.2628,                0.20913,                0.47763,                0.85609,              0.0001256,              0.0001256,              0.0001256
                    144,                0.24519,                 1.5092,                0.14641,                 0.2363,                0.85915,                0.89309,                0.91379,                0.95354,                0.87507,                0.84561,                0.84993,                0.87476,                0.32308,                0.41881,                 3.2737,                0.25745,                0.43262,                0.84644,              0.0001124,              0.0001124,              0.0001124
                    145,                0.24479,                 1.6407,                0.13776,                0.22787,                0.84125,                0.90893,                0.86042,                 0.9562,                0.88135,                0.86844,                 0.7931,                0.85253,                0.33305,                0.41597,                 3.2993,                0.27982,                0.42288,                0.84345,               9.92e-05,               9.92e-05,               9.92e-05
                    146,                0.23612,                 1.4392,                0.14734,                0.21997,                0.86939,                0.83376,                0.96552,                0.95541,                0.87969,                0.87834,                0.81034,                0.85733,                0.34625,                0.41599,                 3.2693,                0.25829,                0.42795,                0.84113,                8.6e-05,                8.6e-05,                8.6e-05
                    147,                0.24009,                 1.4758,                0.12823,                0.21964,                0.85149,                0.84276,                0.96552,                0.95645,                0.88034,                 0.7973,                0.91379,                0.87151,                0.35063,                0.42208,                 3.2502,                0.23661,                0.44231,                0.84514,               7.28e-05,               7.28e-05,               7.28e-05
                    148,                0.22317,                 1.6781,                0.13012,                0.20543,                0.84077,                0.84719,                0.96552,                0.95428,                0.87937,                0.81693,                0.93103,                0.88833,                0.35349,                 0.4212,                 3.2429,                0.23476,                0.44394,                  0.846,               5.96e-05,               5.96e-05,               5.96e-05
                    149,                0.22014,                 1.7809,                0.13748,                0.20513,                0.82954,                 0.8357,                0.96465,                0.95333,                0.88172,                0.80588,                0.93053,                0.88515,                0.34801,                0.41486,                 3.2455,                0.23679,                0.44158,                0.84356,               4.64e-05,               4.64e-05,               4.64e-05
                    150,                0.22347,                 1.5656,                0.11928,                0.20408,                0.84698,                 0.8839,                0.87931,                0.95207,                0.87518,                0.84901,                0.84483,                0.88389,                 0.3467,                0.40935,                 3.2483,                 0.2431,                0.44298,                0.84135,               3.32e-05,               3.32e-05,               3.32e-05
